Edition	TaskCode	Week	Training Type	Task Start date	Task End Date	Completion date			Owner	"Status
(PickList)"	EditionTaskCode
2406-A	W5T01	Week 5		7/15/2024	7/16/2024	7/16/2024			Miguel	Done	2406-AW5T01
2406-A	W5T02	Week 5		7/15/2024	7/18/2024	7/18/2024			Miguel	Done	2406-AW5T02
2406-A	W5T03	Week 5		7/15/2024	7/21/2024	7/21/2024			Miguel	Done	2406-AW5T03
2406-A	W5T04	Week 5		7/15/2024	7/21/2024	7/21/2024			Miguel	Done	2406-AW5T04
2406-A	W5T05	Week 5		7/15/2024	7/21/2024	7/21/2024			Miguel	Done	2406-AW5T05
2406-A	W5T06	Week 5		7/15/2024	7/21/2024	7/21/2024			Miguel	Done	2406-AW5T06
2406-A	W5T07	Week 5		#N/A	#N/A	7/21/2024			Miguel	Done	2406-AW5T07
2406-A	W5T08	Week 5		#N/A	#N/A	7/21/2024			Miguel	Done	2406-AW5T08
2406-A	W5T09	Week 5		#N/A	#N/A	7/21/2024			Miguel	Done	2406-AW5T09
2406-A	W6T03	Week 6		7/22/2024	7/28/2024	7/28/2024			Miguel	Done	2406-AW6T03
2406-A	W6T04	Week 6		#N/A	#N/A	7/28/2024			Miguel	Done	2406-AW6T04
2406-A	W6T05	Week 6		#N/A	#N/A	#N/A				Done	2406-AW6T05
2406-A	W6T06	Week 6		#N/A	#N/A	#N/A				Done	2406-AW6T06
2406-A	W6T07	Week 6		#N/A	#N/A	#N/A				Done	2406-AW6T07
2406-A	W6T08	Week 6		#N/A	#N/A	#N/A				Done	2406-AW6T08
2406-A	W6T09	Week 6		#N/A	#N/A	#N/A				Done	2406-AW6T09
2406-A	W6T10	Week 6		#N/A	#N/A	#N/A				Done	2406-AW6T10
2406-A	W7T01	Week 7		7/29/2024	8/4/2024	8/4/2024			Miguel	Done	2406-AW7T01
2406-A	W8T01	Week 8		8/5/2024	8/11/2024	8/11/2024			Miguel	Done	2406-AW8T01
2406-A	W8T02	Week 8		8/5/2024	8/11/2024	8/11/2024			Miguel	Done	2406-AW8T02
2406-A	W8T03	Week 8		#N/A	#N/A	#N/A				Done	2406-AW8T03
2406-A	W8T04	Week 8		8/5/2024	8/11/2024	8/11/2024			Miguel	Done	2406-AW8T04
2406-A	W8T05	Week 8		8/5/2024	8/11/2024	8/11/2024			Miguel	Done	2406-AW8T05
2406-B	SLWM5T03	Week -5		#N/A	#N/A	SLR			Telmo	Done	2406-BSLWM5T03
2406-B	SLWM4T02	Week -4		#N/A	#N/A	SLR			Telmo	Done	2406-BSLWM4T02
2406-B	SLWM3T01	Week -3		#N/A	#N/A	SLR			Telmo	Done	2406-BSLWM3T01
2406-B	SLWM3T02	Week -3		#N/A	#N/A	SLR			Telmo	Done	2406-BSLWM3T02
2406-B	SLWM3T03	Week -3		#N/A	#N/A	SLR			Telmo	Done	2406-BSLWM3T03
2406-B	SLWM2T01	Week -2		#N/A	#N/A	SLR			Telmo	Done	2406-BSLWM2T01
2406-B	SLWM2T02	Week -2		#N/A	#N/A	SLR			Telmo	Done	2406-BSLWM2T02
2406-B	SLWM1T01	Week -1		#N/A	#N/A	SLR			Telmo	Done	2406-BSLWM1T01
2406-B	SLWM1T03	Week -1		#N/A	#N/A	SLR			Telmo	Done	2406-BSLWM1T03
2406-B	SLWM1T04	Week -1		#N/A	#N/A	SLR			Telmo	Done	2406-BSLWM1T04
2406-B	SLW1T01	Week 1		5/13/2024	5/17/2024	SLR			Telmo	Done	2406-BSLW1T01
2406-B	SLW2T01	Week 2		5/20/2024	5/24/2024	6/30/2024			Miguel	Done	2406-BSLW2T01
2406-B	SLW2T02	Week 2		5/20/2024	5/24/2024	6/30/2024			Miguel	Done	2406-BSLW2T02
2406-B	SLW2T03	Week 2		#N/A	#N/A	6/30/2024			Miguel	Done	2406-BSLW2T03
2406-B	SLW3T01	Week 3		5/27/2024	5/28/2024	7/7/2024			Miguel	Done	2406-BSLW3T01
2406-B	SLW3T02	Week 3		#N/A	#N/A	7/7/2024			Miguel	Done	2406-BSLW3T02
2406-B	SLW4T01	Week 4		6/3/2024	6/7/2024	6/7/2024			Miguel	Done	2406-BSLW4T01
2406-B	SLW5T01	Week 5		6/10/2024	6/14/2024	6/14/2024			Miguel	Done	2406-BSLW5T01
2406-B	SLW5T02	Week 5		6/10/2024	6/14/2024	6/14/2024			Miguel	Done	2406-BSLW5T02
2406-B	SLW5T03	Week 5		6/10/2024	6/14/2024	6/14/2024			Miguel	Done	2406-BSLW5T03
2406-B	SLW5T04	Week 5		6/10/2024	6/14/2024	6/14/2024			Miguel	Done	2406-BSLW5T04
2406-B	SLW5T05	Week 5		#N/A	#N/A	#N/A				Done	2406-BSLW5T05
2406-B	SLW5T06	Week 5		#N/A	#N/A	#N/A				Done	2406-BSLW5T06
2406-B	SLW5T07	Week 5		#N/A	#N/A	#N/A				Done	2406-BSLW5T07
2406-B	SLW6T01	Week 6		6/17/2024	6/21/2024	6/21/2024			Miguel	Done	2406-BSLW6T01
2406-B	SLW6T04	Week 6		#N/A	#N/A	6/21/2024			Miguel	Done	2406-BSLW6T04
2406-B	SLW6T05	Week 6		#N/A	#N/A	#N/A				Done	2406-BSLW6T05
2406-B	SLW6T06	Week 6		#N/A	#N/A	#N/A				Done	2406-BSLW6T06
2406-B	SLW6T07	Week 6		#N/A	#N/A	#N/A				Done	2406-BSLW6T07
2406-B	SLW6T08	Week 6		#N/A	#N/A	#N/A				Done	2406-BSLW6T08
2406-B	SLW6T09	Week 6		#N/A	#N/A	#N/A				Done	2406-BSLW6T09
2406-B	SLW6T10	Week 6		#N/A	#N/A	#N/A				Done	2406-BSLW6T10
2406-B	SLW7T01	Week 7		6/24/2024	6/28/2024	6/28/2024			Miguel	Done	2406-BSLW7T01
2406-B	SLW8T01	Week 8		7/1/2024	7/5/2024	7/5/2024			Miguel	Done	2406-BSLW8T01
2406-B	SLW8T02	Week 8		7/1/2024	7/5/2024	7/5/2024			Miguel	Done	2406-BSLW8T02
2406-B	SLW8T03	Week 8		7/1/2024	7/5/2024	7/5/2024			Miguel	Done	2406-BSLW8T03
2406-B	SLW8T04	Week 8		7/1/2024	7/5/2024	7/5/2024			Miguel	Done	2406-BSLW8T04
2406-B	SLW8T05	Week 8		#N/A	#N/A	#N/A				Done	2406-BSLW8T05
2407-B	SLW1T03	Week 1		6/17/2024	6/21/2024	6/21/2024			Miguel	Done	2407-BSLW1T03
2407-B	SLW1T04	Week 1		6/17/2024	6/21/2024	6/21/2024			Miguel	Done	2407-BSLW1T04
2407-B	SLW1T05	Week 1		6/17/2024	6/21/2024	6/21/2024			Miguel	Done	2407-BSLW1T05
2407-B	SLW1T06	Week 1		6/17/2024	6/21/2024	6/21/2024			Miguel	Done	2407-BSLW1T06
2407-B	SLW1T07	Week 1		#N/A	#N/A	6/21/2024			Miguel	Done	2407-BSLW1T07
2407-B	SLW2T01	Week 2		6/24/2024	6/28/2024	6/28/2024			Miguel	Done	2407-BSLW2T01
2407-B	SLW2T02	Week 2		6/24/2024	6/28/2024	6/28/2024			Miguel	Done	2407-BSLW2T02
2407-B	SLW3T01	Week 3		7/1/2024	7/2/2024	7/2/2024			Luis	Done	2407-BSLW3T01
2407-B	SLW4T01	Week 4		7/8/2024	7/12/2024	7/12/2024			Miguel	Done	2407-BSLW4T01
2407-B	SLW5T01	Week 5		7/15/2024	7/19/2024	7/19/2024			Miguel	Done	2407-BSLW5T01
2407-B	SLW5T02	Week 5		7/15/2024	7/19/2024	7/19/2024			Miguel	Done	2407-BSLW5T02
2407-B	SLW5T03	Week 5		7/15/2024	7/19/2024	7/19/2024			Miguel	Done	2407-BSLW5T03
2407-B	SLW5T04	Week 5		7/15/2024	7/19/2024	7/19/2024			Miguel	Done	2407-BSLW5T04
2407-B	SLW6T01	Week 6		7/22/2024	7/26/2024	7/26/2024			Miguel	Done	2407-BSLW6T01
2407-B	SLW6T02	Week 6		7/22/2024	7/26/2024	7/26/2024			Miguel	Done	2407-BSLW6T02
2407-B	SLW6T03	Week 6		7/26/2024	7/26/2024	7/26/2024			Miguel	Done	2407-BSLW6T03
2407-B	SLW6T04	Week 6		#N/A	#N/A	7/26/2024			Miguel	Done	2407-BSLW6T04
2407-B	SLW7T01	Week 7		7/29/2024	8/2/2024	8/2/2024			Miguel	Done	2407-BSLW7T01
2407-B	SLW8T01	Week 8		8/5/2024	8/9/2024	8/9/2024			Miguel	Done	2407-BSLW8T01
2407-B	SLW8T02	Week 8		8/5/2024	8/9/2024	8/9/2024			Miguel	Done	2407-BSLW8T02
2407-B	SLW8T03	Week 8		8/5/2024	8/9/2024	8/9/2024			Miguel	Done	2407-BSLW8T03
2407-B	SLW8T04	Week 8		8/5/2024	8/9/2024	8/9/2024			Miguel	Done	2407-BSLW8T04
2408-A	WM5T01	Week -5		7/15/2024	7/21/2024	7/21/2024			Miguel	Done	2408-AWM5T01
2408-A	WM5T02	Week -5		7/15/2024	7/21/2024	7/21/2024			Miguel	Done	2408-AWM5T02
2408-A	WM5T03	Week -5		7/15/2024	7/21/2024	7/21/2024			Miguel	Done	2408-AWM5T03
2408-A	WM5T04	Week -5		7/15/2024	7/21/2024	7/21/2024			Miguel	Done	2408-AWM5T04
2408-A	WM5T05	Week -5		#N/A	#N/A	7/21/2024			Miguel	Done	2408-AWM5T05
2408-A	WM4T01	Week -4		7/22/2024	7/28/2024	7/28/2024			Miguel	Done	2408-AWM4T01
2408-A	WM3T01	Week -3		7/29/2024	8/4/2024	8/4/2024			Miguel	Done	2408-AWM3T01
2408-A	WM3T02	Week -3		7/29/2024	8/4/2024	8/4/2024			Miguel	Done	2408-AWM3T02
2408-A	WM2T01	Week -2		8/5/2024	8/11/2024	8/11/2024			Miguel	Done	2408-AWM2T01
2408-A	WM2T02	Week -2		8/5/2024	8/11/2024	8/11/2024			Miguel	Done	2408-AWM2T02
2408-A	WM2T03	Week -2		8/5/2024	8/11/2024	8/11/2024			Miguel	Done	2408-AWM2T03
2408-A	WM1T01	Week -1		8/12/2024	8/18/2024	8/18/2024			Miguel	Done	2408-AWM1T01
2408-A	WM1T02	Week -1		8/12/2024	8/18/2024	8/18/2024			Miguel	Done	2408-AWM1T02
2408-A	W1T01	Week 1		8/19/2024	8/21/2024	8/21/2024			Miguel	Done	2408-AW1T01
2408-A	W1T02	Week 1		#N/A	#N/A	8/25/2024			Miguel	Done	2408-AW1T02
2408-A	W1T03	Week 1		#N/A	#N/A	8/25/2024			Miguel	Done	2408-AW1T03
2408-A	W2T01	Week 2		8/26/2024	8/28/2024	9/1/2024			Miguel	Done	2408-AW2T01
2408-A	W2T02	Week 2		8/26/2024	9/1/2024	8/28/2024			Miguel	Done	2408-AW2T02
2408-A	W2T03	Week 2		8/26/2024	9/1/2024	9/1/2024			Miguel	Done	2408-AW2T03
2408-A	W2T04	Week 2		#N/A	#N/A	9/1/2024			Miguel	Done	2408-AW2T04
2408-A	W2T05	Week 2		#N/A	#N/A	9/1/2024			Miguel	Done	2408-AW2T05
2408-A	W2T06	Week 2		#N/A	#N/A	9/1/2024			Miguel	Done	2408-AW2T06
2408-A	W2T07	Week 2		#N/A	#N/A	9/1/2024			Miguel	Done	2408-AW2T07
2408-A	W3T01	Week 3		9/2/2024	9/8/2024	9/8/2024			Miguel	Done	2408-AW3T01
2408-A	W3T02	Week 3		9/2/2024	9/8/2024	9/8/2024			Miguel	Done	2408-AW3T02
2408-A	W3T03	Week 3		9/2/2024	9/8/2024	9/8/2024			Miguel	Done	2408-AW3T03
2408-A	W3T04	Week 3		9/2/2024	9/8/2024	9/8/2024			Miguel	Done	2408-AW3T04
2408-A	W3T05	Week 3		9/2/2024	9/8/2024	9/8/2024			Miguel	Done	2408-AW3T05
2408-A	W3T06	Week 3		9/2/2024	9/8/2024	9/8/2024			Miguel	Done	2408-AW3T06
2408-A	W3T07	Week 3		#N/A	#N/A	9/8/2024			Miguel	Done	2408-AW3T07
2408-A	W3T08	Week 3		#N/A	#N/A	9/8/2024			Miguel	Done	2408-AW3T08
2408-A	W3T09	Week 3		#N/A	#N/A	9/8/2024			Miguel	Done	2408-AW3T09
2408-A	W3T10	Week 3		#N/A	#N/A	9/8/2024			Miguel	Done	2408-AW3T10
2408-A	W3T11	Week 3		#N/A	#N/A	9/8/2024			Miguel	Done	2408-AW3T11
2408-A	W3T12	Week 3		#N/A	#N/A	9/8/2024			Miguel	Done	2408-AW3T12
2408-A	W4T01	Week 4		9/9/2024	9/9/2024	9/9/2024			Miguel	Done	2408-AW4T01
2408-A	W4T02	Week 4		9/9/2024	9/12/2024	9/12/2024			Miguel	Done	2408-AW4T02
2408-A	W4T03	Week 4		9/9/2024	9/15/2024	9/15/2024			Miguel	Done	2408-AW4T03
2408-A	W5T01	Week 5		9/16/2024	9/17/2024	9/17/2024			Miguel	Done	2408-AW5T01
2408-A	W5T02	Week 5		9/16/2024	9/19/2024	9/19/2024			Miguel	Done	2408-AW5T02
2408-A	W5T03	Week 5		9/16/2024	9/22/2024	9/22/2024			Miguel	Done	2408-AW5T03
2408-A	W5T04	Week 5		9/16/2024	9/22/2024	9/22/2024			Miguel	Done	2408-AW5T04
2408-A	W5T05	Week 5		9/16/2024	9/22/2024	9/22/2024			Miguel	Done	2408-AW5T05
2408-A	W5T06	Week 5		9/16/2024	9/22/2024	9/22/2024			Miguel	Done	2408-AW5T06
2408-A	W5T07	Week 5		#N/A	#N/A	9/22/2024			Miguel	Done	2408-AW5T07
2408-A	W5T08	Week 5		#N/A	#N/A	9/22/2024			Miguel	Done	2408-AW5T08
2408-A	W5T09	Week 5		#N/A	#N/A	9/22/2024			Miguel	Done	2408-AW5T09
2408-A	W6T01	Week 6		9/23/2024	9/29/2024	10/1/2024			Miguel	Done	2408-AW6T01
2408-A	W6T02	Week 6		9/23/2024	9/29/2024	9/29/2024			Miguel	Done	2408-AW6T02
2408-A	W6T03	Week 6		9/23/2024	9/29/2024	9/29/2024			Miguel	Done	2408-AW6T03
2408-A	W6T04	Week 6		#N/A	#N/A	9/29/2024			Miguel	Done	2408-AW6T04
2408-A	W7T01	Week 7		9/30/2024	10/6/2024	10/6/2024			Miguel	Done	2408-AW7T01
2408-A	W8T01	Week 8		10/7/2024	10/13/2024	10/13/2024			Miguel	Done	2408-AW8T01
2408-A	W8T02	Week 8		10/7/2024	10/13/2024	10/13/2024			Miguel	Done	2408-AW8T02
2408-A	W8T04	Week 8		10/7/2024	10/13/2024	10/13/2024			Telmo	Done	2408-AW8T04
2408-B	SLW6T02	Week 6		8/26/2024	8/30/2024	8/30/2024			Miguel	Done	2408-BSLW6T02
2408-B	SLW6T03	Week 6		8/30/2024	8/30/2024	8/30/2024			Miguel	Done	2408-BSLW6T03
2408-B	SLW6T04	Week 6		#N/A	#N/A	8/30/2024			Miguel	Done	2408-BSLW6T04
2408-B	SLW7T01	Week 7		9/2/2024	9/6/2024	9/6/2024			Miguel	Done	2408-BSLW7T01
2408-B	SLW8T01	Week 8		9/9/2024	9/13/2024	9/13/2024			Miguel	Done	2408-BSLW8T01
2408-B	SLW8T02	Week 8		9/9/2024	9/13/2024	9/13/2024			Miguel	Done	2408-BSLW8T02
2408-B	SLW8T03	Week 8		9/9/2024	9/13/2024	9/13/2024			Telmo	Done	2408-BSLW8T03
2408-B	SLW8T04	Week 8		9/9/2024	9/13/2024	9/13/2024			Miguel	Done	2408-BSLW8T04
2409-B	SLW1T01	Week 1		8/21/2024	8/25/2024	8/25/2024			Miguel	Done	2409-BSLW1T01
2409-B	SLW1T02	Week 1		8/21/2024	8/25/2024	8/25/2024			Miguel	Done	2409-BSLW1T02
2409-B	SLW1T03	Week 1		8/21/2024	8/25/2024	8/25/2024			Miguel	Done	2409-BSLW1T03
2409-B	SLW1T04	Week 1		8/21/2024	8/25/2024	8/25/2024			Miguel	Done	2409-BSLW1T04
2409-B	SLW1T05	Week 1		8/21/2024	8/25/2024	8/25/2024			Miguel	Done	2409-BSLW1T05
2409-B	SLW1T06	Week 1		8/21/2024	8/25/2024	8/25/2024			Miguel	Done	2409-BSLW1T06
2409-B	SLW1T07	Week 1		#N/A	#N/A	8/25/2024			Miguel	Done	2409-BSLW1T07
2409-B	SLW2T01	Week 2		8/28/2024	9/1/2024	9/1/2024			Miguel	Done	2409-BSLW2T01
2409-B	SLW2T02	Week 2		8/28/2024	9/1/2024	9/1/2024			Miguel	Done	2409-BSLW2T02
2409-B	SLW3T01	Week 3		9/4/2024	9/5/2024	9/5/2024			Miguel	Done	2409-BSLW3T01
2409-B	SLW4T01	Week 4		9/11/2024	9/15/2024	9/15/2024			Miguel	Done	2409-BSLW4T01
2409-B	SLW5T01	Week 5		9/18/2024	9/22/2024	9/22/2024			Miguel	Done	2409-BSLW5T01
2409-B	SLW5T02	Week 5		9/18/2024	9/22/2024	9/22/2024			Miguel	Done	2409-BSLW5T02
2409-B	SLW5T03	Week 5		9/18/2024	9/22/2024	9/22/2024			Miguel	Done	2409-BSLW5T03
2409-B	SLW5T04	Week 5		9/18/2024	9/22/2024	9/22/2024			Miguel	Done	2409-BSLW5T04
2409-B	SLW6T01	Week 6		9/25/2024	9/29/2024	9/29/2024			Miguel	Done	2409-BSLW6T01
2409-B	SLW6T02	Week 6		9/25/2024	9/29/2024	9/29/2024			Miguel	Done	2409-BSLW6T02
2409-B	SLW6T03	Week 6		9/29/2024	9/29/2024	9/29/2024			Miguel	Done	2409-BSLW6T03
2409-B	SLW6T04	Week 6		#N/A	#N/A	9/29/2024			Miguel	Done	2409-BSLW6T04
2409-B	SLW7T01	Week 7		10/2/2024	10/6/2024	10/6/2024			Miguel	Done	2409-BSLW7T01
2409-B	SLW8T01	Week 8		10/9/2024	10/13/2024	10/13/2024			Miguel	Done	2409-BSLW8T01
2409-B	SLW8T02	Week 8		10/9/2024	10/13/2024	10/13/2024			Miguel	Done	2409-BSLW8T02
2409-B	SLW8T03	Week 8		10/9/2024	10/13/2024	10/13/2024			Telmo	Done	2409-BSLW8T03
2409-B	SLW8T04	Week 8		10/9/2024	10/13/2024	10/13/2024			Miguel	Done	2409-BSLW8T04
2409-A	WM5T01	Week -5		8/12/2024	8/18/2024	8/18/2024			Miguel	Done	2409-AWM5T01
2409-A	WM5T02	Week -5		8/12/2024	8/18/2024	8/18/2024			Miguel	Done	2409-AWM5T02
2409-A	WM5T03	Week -5		8/12/2024	8/18/2024	8/18/2024			Miguel	Done	2409-AWM5T03
2409-A	WM5T04	Week -5		8/12/2024	8/18/2024	8/18/2024			Miguel	Done	2409-AWM5T04
2409-A	WM5T05	Week -5		#N/A	#N/A	8/18/2024			Miguel	Done	2409-AWM5T05
2409-A	WM4T01	Week -4		8/19/2024	8/25/2024	8/25/2024			Miguel	Done	2409-AWM4T01
2409-A	WM3T01	Week -3		8/26/2024	9/1/2024	9/1/2024			Miguel	Done	2409-AWM3T01
2409-A	WM3T02	Week -3		8/26/2024	9/1/2024	9/1/2024			Miguel	Done	2409-AWM3T02
2409-A	WM2T01	Week -2		9/2/2024	9/8/2024	9/8/2024			Miguel	Done	2409-AWM2T01
2409-A	WM2T02	Week -2		9/2/2024	9/8/2024	9/8/2024			Miguel	Done	2409-AWM2T02
2409-A	WM2T03	Week -2		9/2/2024	9/8/2024	9/8/2024			Miguel	Done	2409-AWM2T03
2409-A	WM1T01	Week -1		9/9/2024	9/15/2024	9/15/2024			Miguel	Done	2409-AWM1T01
2409-A	WM1T02	Week -1		9/9/2024	9/15/2024	9/15/2024			Miguel	Done	2409-AWM1T02
2409-A	W1T01	Week 1		9/16/2024	9/18/2024	9/18/2024			Miguel	Done	2409-AW1T01
2409-A	W1T02	Week 1		#N/A	#N/A	9/22/2024			Miguel	Done	2409-AW1T02
2409-A	W1T03	Week 1		#N/A	#N/A	9/22/2024			Miguel	Done	2409-AW1T03
2409-A	W2T01	Week 2		9/23/2024	9/25/2024	9/29/2024			Miguel	Done	2409-AW2T01
2409-A	W2T02	Week 2		9/23/2024	9/29/2024	9/25/2024			Miguel	Done	2409-AW2T02
2409-A	W2T03	Week 2		9/23/2024	9/29/2024	9/29/2024			Miguel	Done	2409-AW2T03
2409-A	W2T04	Week 2		#N/A	#N/A	9/29/2024			Miguel	Done	2409-AW2T04
2409-A	W2T05	Week 2		#N/A	#N/A	9/29/2024			Miguel	Done	2409-AW2T05
2409-A	W2T06	Week 2		#N/A	#N/A	#N/A			Miguel	Done	2409-AW2T06
2409-A	W2T07	Week 2		#N/A	#N/A	#N/A			Miguel	Done	2409-AW2T07
2409-A	W3T01	Week 3		9/30/2024	10/6/2024	10/6/2024			Miguel	Done	2409-AW3T01
2409-A	W3T02	Week 3		9/30/2024	10/6/2024	10/6/2024			Miguel	Done	2409-AW3T02
2409-A	W3T03	Week 3		9/30/2024	10/6/2024	10/6/2024			Miguel	Done	2409-AW3T03
2409-A	W3T04	Week 3		9/30/2024	10/6/2024	10/6/2024			Miguel	Done	2409-AW3T04
2409-A	W3T05	Week 3		9/30/2024	10/6/2024	10/6/2024			Miguel	Done	2409-AW3T05
2409-A	W3T06	Week 3		9/30/2024	10/6/2024	10/6/2024			Miguel	Done	2409-AW3T06
2409-A	W3T07	Week 3		#N/A	#N/A	10/6/2024			Afonso	Done	2409-AW3T07
2409-A	W3T08	Week 3		#N/A	#N/A	10/6/2024			Miguel	Done	2409-AW3T08
2409-A	W3T09	Week 3		#N/A	#N/A	10/6/2024			Miguel	Done	2409-AW3T09
2409-A	W3T10	Week 3		#N/A	#N/A	10/6/2024			Miguel	Done	2409-AW3T10
2409-A	W3T11	Week 3		#N/A	#N/A	10/6/2024			Miguel	Done	2409-AW3T11
2409-A	W3T12	Week 3		#N/A	#N/A	10/6/2024			Miguel	Done	2409-AW3T12
2409-A	W4T01	Week 4		10/7/2024	10/7/2024	10/7/2024			Miguel	Done	2409-AW4T01
2409-A	W4T02	Week 4		10/7/2024	10/10/2024	10/10/2024			Miguel	Done	2409-AW4T02
2409-A	W4T03	Week 4		10/7/2024	10/13/2024	10/13/2024			Miguel	Done	2409-AW4T03
2409-A	W5T01	Week 5		10/14/2024	10/15/2024	10/15/2024			Miguel	Done	2409-AW5T01
2409-A	W5T02	Week 5		10/14/2024	10/17/2024	10/17/2024			Miguel	Done	2409-AW5T02
2409-A	W5T03	Week 5		10/14/2024	10/20/2024	10/20/2024			Miguel	Done	2409-AW5T03
2409-A	W5T04	Week 5		10/14/2024	10/20/2024	10/20/2024			Miguel	Done	2409-AW5T04
2409-A	W5T05	Week 5		10/14/2024	10/20/2024	10/20/2024			Miguel	Done	2409-AW5T05
2409-A	W5T06	Week 5		10/14/2024	10/20/2024	10/20/2024			Miguel	Done	2409-AW5T06
2409-A	W5T07	Week 5		#N/A	#N/A	10/20/2024			Miguel	Done	2409-AW5T07
2409-A	W5T08	Week 5		#N/A	#N/A	10/20/2024			Miguel	Done	2409-AW5T08
2409-A	W5T09	Week 5		#N/A	#N/A	10/20/2024			Miguel	Done	2409-AW5T09
2409-A	W6T01	Week 6		10/21/2024	10/27/2024	10/27/2024			Miguel	Done	2409-AW6T01
2409-A	W6T02	Week 6		10/21/2024	10/27/2024	10/27/2024			Miguel	Done	2409-AW6T02
2409-A	W6T03	Week 6		10/21/2024	10/27/2024	10/27/2024			Miguel	Done	2409-AW6T03
2409-A	W6T04	Week 6		#N/A	#N/A	10/27/2024			Miguel	Done	2409-AW6T04
2409-A	W7T01	Week 7		10/28/2024	11/3/2024	11/3/2024			Miguel	Done	2409-AW7T01
2409-A	W8T01	Week 8		11/4/2024	11/10/2024	11/10/2024			Miguel	Done	2409-AW8T01
2409-A	W8T02	Week 8		11/4/2024	11/10/2024	11/10/2024			Miguel	Done	2409-AW8T02
2409-A	W8T04	Week 8		11/4/2024	11/10/2024	11/10/2024			Telmo	Done	2409-AW8T04
2409-A	W8T05	Week 8		11/4/2024	11/10/2024	11/10/2024			Miguel	Done	2409-AW8T05
2410-A	WM5T01	Week -5		9/16/2024	9/22/2024	9/22/2024			Miguel	Done	2410-AWM5T01
2410-A	WM5T02	Week -5		9/16/2024	9/22/2024	9/22/2024			Miguel	Done	2410-AWM5T02
2410-A	WM5T03	Week -5		9/16/2024	9/22/2024	9/22/2024			Miguel	Done	2410-AWM5T03
2410-A	WM5T04	Week -5		9/16/2024	9/22/2024	9/22/2024			Miguel	Done	2410-AWM5T04
2410-A	WM5T05	Week -5		#N/A	#N/A	9/22/2024			Miguel	Done	2410-AWM5T05
2410-A	WM4T01	Week -4		9/23/2024	9/29/2024	9/29/2024			Miguel	Done	2410-AWM4T01
2410-A	WM3T01	Week -3		9/30/2024	10/6/2024	10/6/2024			Miguel	Done	2410-AWM3T01
2410-A	WM3T02	Week -3		9/30/2024	10/6/2024	10/6/2024			Miguel	Done	2410-AWM3T02
2410-A	WM2T01	Week -2		10/7/2024	10/13/2024	10/13/2024			Miguel	Done	2410-AWM2T01
2410-A	WM2T02	Week -2		10/7/2024	10/13/2024	10/13/2024			Miguel	Done	2410-AWM2T02
2410-A	WM2T03	Week -2		10/7/2024	10/13/2024	10/13/2024			Miguel	Done	2410-AWM2T03
2410-A	WM1T01	Week -1		10/14/2024	10/20/2024	10/20/2024			Miguel	Done	2410-AWM1T01
2410-A	WM1T02	Week -1		10/14/2024	10/20/2024	10/20/2024			Miguel	Done	2410-AWM1T02
2410-A	W1T01	Week 1		10/21/2024	10/23/2024	10/23/2024			Miguel	Done	2410-AW1T01
2410-A	W1T02	Week 1		#N/A	#N/A	10/27/2024			Miguel	Done	2410-AW1T02
2410-A	W1T03	Week 1		#N/A	#N/A	#N/A			Miguel	Done	2410-AW1T03
2410-A	W2T01	Week 2		10/28/2024	10/30/2024	10/30/2024			Miguel	Done	2410-AW2T01
2410-A	W2T02	Week 2		10/28/2024	11/3/2024	11/3/2024			Miguel	Done	2410-AW2T02
2410-A	W2T03	Week 2		10/28/2024	11/3/2024	11/3/2024			Miguel	Done	2410-AW2T03
2410-A	W2T04	Week 2		#N/A	#N/A	11/3/2024			Miguel	Done	2410-AW2T04
2410-A	W2T05	Week 2		#N/A	#N/A	11/3/2024			Miguel	Done	2410-AW2T05
2410-A	W2T06	Week 2		#N/A	#N/A	#N/A			Miguel	Done	2410-AW2T06
2410-A	W2T07	Week 2		#N/A	#N/A	#N/A			Miguel	Done	2410-AW2T07
2410-A	W3T01	Week 3		11/4/2024	11/10/2024	11/10/2024			Miguel	Done	2410-AW3T01
2410-A	W3T02	Week 3		11/4/2024	11/10/2024	11/10/2024			Miguel	Done	2410-AW3T02
2410-A	W3T03	Week 3		11/4/2024	11/10/2024	11/10/2024			Miguel	Done	2410-AW3T03
2410-A	W3T04	Week 3		11/4/2024	11/10/2024	11/10/2024			Miguel	Done	2410-AW3T04
2410-A	W3T05	Week 3		11/4/2024	11/10/2024	11/10/2024			Miguel	Done	2410-AW3T05
2410-A	W3T06	Week 3		11/4/2024	11/10/2024	11/10/2024			Miguel	Done	2410-AW3T06
2410-A	W3T07	Week 3		#N/A	#N/A	11/10/2024			Miguel	Done	2410-AW3T07
2410-A	W3T08	Week 3		#N/A	#N/A	#N/A			Miguel	Done	2410-AW3T08
2410-A	W3T09	Week 3		#N/A	#N/A	#N/A			Miguel	Done	2410-AW3T09
2410-A	W3T10	Week 3		#N/A	#N/A	11/10/2024			Miguel	Done	2410-AW3T10
2410-A	W3T11	Week 3		#N/A	#N/A	11/10/2024			Miguel	Done	2410-AW3T11
2410-A	W3T12	Week 3		#N/A	#N/A	#N/A			Miguel	Done	2410-AW3T12
2410-A	W4T01	Week 4		11/11/2024	11/11/2024	11/11/2024			Miguel	Done	2410-AW4T01
2410-A	W4T02	Week 4		11/11/2024	11/14/2024	11/14/2024			Miguel	Done	2410-AW4T02
